SKU	StockLevel
26110201039	0
26110201040	0
261102010405	0
26110201041	0
26110201042	0
261102010425	0
26110201043	0
261102010435	0
26110201044	0
26110201045	0
261102010455	0
26110201046	0
26110201047	0
261102010475	0
26110201048	0
2611020160938	0
26110201609385	0
2611020160939	0
2611020160940	0
26110201609405	0
2611020160941	0
2611020160942	0
26110201609425	0
2611020160943	0
26110201609435	0
2611020160944	0
2611020160945	0
26110201609455	0
2611020160946	0
2611020160947	0
26110201609475	0
2611020160948	0
2611020908438	0
26110209084385	0
2611020908439	0
2611020908440	0
26110209084405	0
2611020908441	0
2611020908442	0
26110209084425	0
2611020908443	0
26110209084435	0
2611020908444	0
2611020908445	0
26110209084455	0
2611020908446	0
2611020908447	0
26110209084475	0
2611020908448	0
3204020103XL	0
3204020104XL	0
320402010L	0
320402010M	0
320402010S	0
320402010XL	0
320402010XXL	0
32040209393XL	0
32040209394XL	0
3204020939L	0
3204020939M	0
3204020939S	0
3204020939XL	0
3204020939XXL	0
3224020103XL	0
3224020104XL	0
322402010L	0
322402010M	0
322402010S	0
322402010XL	0
322402010XXL	0
322402093103XL	0
322402093104XL	0
32240209310L	0
32240209310M	0
32240209310S	0
32240209310XL	0
32240209310XXL	0
3525620103XL	0
3525620104XL	0
352562010L	0
352562010M	0
352562010S	0
352562010XL	0
352562010XXL	0
3525720103XL	0
352572010L	0
352572010M	0
352572010S	0
352572010XL	0
352572010XXL	0
352591910M	62
3526020103XL	0
352602010L	0
352602010M	0
352602010S	0
352602010XL	0
352602010XXL	0
352602013033XL	0
35260201303L	0
35260201303M	0
35260201303S	0
35260201303XL	0
35260201303XXL	0
353572010L	0
353572010M	0
353572010S	0
353572010XL	0
353572010XS	0
OC100	100
OC101	0
OX780	0
22213201036	0
22213201037	0
22213201038	0
22213201039	0
22213201040	0
22213201041	0
22213201042	0
22213201043	0
265452011138	1
2654520111385	0
265452011139	0
265452011140	0
2654520111405	0
265452011141	1
265452011142	3
2654520111425	0
265452011143	5
2654520111435	2
265452011144	10
265452011145	4
2654520111455	0
265452011146	5
265452011147	1
2654520111475	0
2654520163385	0
265452016339	0
2654520163405	0
265452016341	0
265452016342	0
2654520163425	0
265452016343	0
2654520163435	0
265452016344	0
265452016345	0
2654520163455	0
265452016346	0
265452016347	0
26545203239	0
265452032405	0
26545203241	1
26545203242	2
265452032425	0
26545203243	7
26545203244	8
26545203245	5
265452032455	1
26545203246	4
26545203247	0
265452072385	0
26545207240	0
265452072405	1
26545207241	0
26545207242	0
265452072425	0
26545207243	0
265452072435	0
26545207244	0
26545207245	0
265452072455	1
26545207246	0
26545207247	0
352762010303XL	4
35276201030L	9
35276201030M	13
35276201030S	5
35276201030XL	15
35276201030XXL	2
35276201043XL	9
3527620104L	22
3527620104M	21
3527620104S	3
3527620104XL	21
3527620104XXL	59
3527620123XL	22
352762012L	12
352762012M	57
352762012S	17
352762012XL	87
352762012XXL	83
35276201553XL	15
3527620155L	28
3527620155M	22
3527620155S	14
3527620155XL	25
3527620155XXL	25
35376201039L	60
35376201039M	100
35376201039S	100
35376201039XL	50
35376201039XS	60
3537620104L	6
3537620104M	4
3537620104S	1
3537620104XL	10
3537620104XS	0
35376201170L	0
35376201170M	0
35376201170S	0
35376201170XL	0
35376201170XS	0
353762012L	20
353762012M	13
353762012S	30
353762012XL	7
353762012XS	8
3568420103XL	33
356842010L	0
356842010M	0
356842010S	2
356842010XL	0
356842010XXL	12
3568420123XL	27
356842012L	0
356842012M	0
356842012S	0
356842012XL	42
356842012XXL	38
35984201039L	20
35984201039M	2
35984201039S	11
35984201039XL	17
35984201039XS	0
359842010L	9
359842010M	0
359842010S	0
359842010XL	0
359842010XS	0
359842012L	14
359842012M	0
359842012S	10
359842012XL	13
359842012XS	0
I70CPL	100
I70IVB	26
I70IVG	19
I70IVS	40
I70SV	11
1W19631001026L	0
1W19631001026M	0
1W19631001026S	0
1W19631001026XL	0
1W19631001026XS	0
1W19631001026XXL	0
1W196310010L	0
1W196310010M	0
1W196310010S	0
1W196310010XL	0
1W196310010XS	0
1W196310010XXL	0
1W196310070L	0
1W196310070M	0
1W196310070S	0
1W196310070XL	0
1W196310070XS	0
1W196310070XXL	0
1W38531001020M	0
1W38531001020XL	0
2510419103936	6
2510419103937	1
2510419103938	0
2510419103939	6
2510419103940	4
2510419103941	3
2510419103942	0
31178197014L	0
31178197014M	0
31178197014S	0
31178197014XL	0
31178197014XS	0
31178197014XXL	0
3151020102746	0
3151020102748	0
3151020102750	0
3151020102752	0
3151020102754	0
3151020102756	0
3151020102758	0
3151020102760	0
3151020123146	0
3151020123148	0
3151020123150	0
3151020123152	0
3151020123154	0
3151020123156	1
3151020123158	0
3151020123160	0
3151020132144	0
3151020132146	0
3151020132148	0
3151020132150	0
3151020132152	0
3151020132154	0
3151020132156	0
3151020132158	0
3151020132160	0
3151020153846	0
3151020153848	0
3151020153850	0
3151020153852	0
3151020153854	0
3151020153856	0
3151020153858	1
3151020153860	0
3525120103XL	21
352512010L	74
352512010M	67
352512010S	13
352512010XL	47
352512010XXL	57
353512010L	1
353512010M	0
353512010S	0
353512010XL	1
353512010XS	0
35661188112XL	0
35661188113XL	0
3566118811L	0
3566118811M	0
3566118811S	0
3566118811XL	0
35673191231L	26
35673191231M	20
35673191231S	4
35673191231XL	17
35673191231XXL	30
35673191231XXXL	3
4759019123	0
47593191030	78
47593191170	100
47593193901	0
233102011938	0
233102011939	0
233102011940	2
233102011941	20
233102011942	42
233102011943	63
233102011944	57
233102011945	100
233102011946	39
233102011947	8
233102011948	7
24455191036	0
24455191037	0
24455191038	0
24455191039	0
24455191040	0
24455191041	0
2510219900338	0
25102199003385	0
2510219900339	0
2510219900340	0
25102199003405	0
2510219900341	0
2510219900342	0
25102199003425	0
2510219900343	0
25102199003435	0
2510219900344	0
2510219900345	0
25102199003455	0
2510219900346	0
2510219900347	0
25102199003475	0
2510219900348	0
265401816135	0
3101519130348	0
3101519130350	0
3101519130352	0
3101519130354	0
3101519130356	0
3101519130358	0
3101519130360	0
31073198048	0
31073198050	0
31073198052	0
31073198054	0
31073198056	0
31073198058	0
31073198060	0
3160619312448	0
3160619312450	0
3160619312452	0
3160619312454	0
3160619312456	0
3160619312458	0
3160619312460	0
3172019103038	0
3172019103040	0
3172019103042	0
3172019103044	0
3172019103046	0
3172019103048	0
3172019103050	0
320402071093XL	0
320402071094XL	0
32040207109L	0
32040207109M	0
32040207109S	0
32040207109XL	0
32040207109XXL	0
330271912L	0
330271912M	0
330271912S	0
330271912XL	0
330271912XXL	0
330271912XXXL	0
3570518155M	0
42109201039L	21
42109201039M	11
42109201039S	16
42109201039XL	16
42109201039XXL	0
421092010L	4
421092010M	4
421092010S	0
421092010XL	0
421092010XXL	0
47586141039	13
6503919002L	52
6503919002M	37
6503919002S	0
652552010L	43
652552010S	35
10195100730L	0
10198112810L	0
10198112810S	0
10198113070L	0
10198113070S	0
1019811341840L	0
1019811341840S	0
1032720327031L	0
1032720327031M	0
1032720327031S	0
1032720327031XL	0
1032720327031XXL	0
1037721021020L	0
1037721021020S	0
10379100110	0
10379100130	0
10385102510L	0
10385102510M	0
10385102510S	0
10385102510XL	0
1039810057032L	0
1039810057032S	0
11391123010L	0
11391123010M	0
11391123010S	0
11391123010XL	0
11391123010XXL	0
1139112401170L	0
11395116510L	0
11395116510M	0
11395116510XL	0
11395116570L	0
11395117530L	0
11395117530M	0
11395117530XL	0
11395117530XXL	0
11397221510XXL	0
11397221570L	0
11397223010L	0
11397223010M	0
11397223010S	0
11397223010XL	0
11397223010XXL	0
1139722451026L	0
1139722451026XL	0
11397224510L	0
11397224510M	0
11397224510XL	0
11397224570L	0
11397224570XXL	0
11397227010L	0
11397227010M	0
11397227010S	0
11397227010XL	0
11397227010XXL	0
11397227070L	0
11397227070M	0
11397227070S	0
11397227070XL	0
11397227070XXL	0
11397229010L	0
11397229010M	0
11397229010S	0
11397229010XL	0
11397229010XXL	0
11398151010L	0
11398151010S	0
11398151018L	0
11398151018S	0
11398151072L	0
11398151072S	0
11398152510L	0
11398152510S	0
1139815301211	0
1139815302013	0
11398153510	0
11398153530	0
1139815401010L	0
1139815401010S	0
11398154510	0
1139815602070	0
11398156070	0
11398190010	0
11398190030	0
11398190070	0
1MO98765210L	0
1MO98765210S	0
1MO9876541010	0
1MO9876541110	0
25CIR10	0
25SLI1510	0
25SLI1521	0
25SLI510	53
25SLICAT11	85
25SLISMX1110	0
25SLISUPT20	1
356601910L	0
356601910M	0
356601910S	0
356601910XL	0
356601910XXL	0
356601910XXXL	0
DW199201R08	0
DW199201R10	0
DW199201R12	10
DW199201R14	8
DW199201R16	62
DW199201R18	56
DW199201R20	49
DW199202R08	32
DW199202R10	28
DW199202R12	28
DW199202R14	1
DW199202R16	7
DW199202R18	3
DW199203R08	0
DW199203R10	0
DW199203R12	0
DW199203R14	69
DW199203R16	92
DW199203R18	55
1MO98765020M	0
1MO98765020XL	0
1MO98765260M	0
1MO98765260XL	0
2243017103040	0
2243017103041	0
2243017103042	0
2243017103043	0
2243017103044	0
2243017103045	0
2243017103046	0
2243017103047	0
2243017103048	0
2243017103049	0
2243017103050	0
254071910540	0
2540719105405	0
254071910541	32
254071910542	36
2540719105425	0
254071910543	77
2540719105435	0
254071910544	71
254071910545	44
2540719105455	0
254071910546	36
254071910547	6
2540719105475	0
254071910548	0
32002191553XL	5
32002191554XL	0
3200219155L	31
3200219155M	25
3200219155S	6
3200219155XL	29
3200219155XXL	7
C5TAF2XL	0
C5TAFL	0
C5TAFM	0
C5TAFS	0
C5TAFXL	0
C5TAFXS	0
C5TAGO2XL	0
C5TAGOL	0
C5TAGOM	0
C5TAGOS	0
C5TAGOXL	0
C5TAGOXS	0
C5TAW2XL	0
C5TAWL	0
C5TAWM	0
C5TAWS	0
C5TAWXL	0
C5TAWXS	0
C70CG2XL	0
C70CGL	0
C70CGM	0
C70CGS	0
C70CGXL	0
C70CGXS	0
C70CR2XL	0
C70CRL	0
C70CRM	0
C70CRS	0
C70CRXL	0
C70CRXS	0
C70CU2XL	0
C70CUL	0
C70CUM	0
C70CUS	0
C70CUXL	0
C70CUXS	0
C70KPM	0
C70KPS	0
C70KPXS	0
C70KR2XL	0
C70KRL	0
C70KRM	0
C70KRS	0
C70KRXL	0
C70KRXS	0
C70KU2XL	0
C70KUL	0
C70KUM	0
C70KUS	0
C70KUXL	0
C70KUXS	0
C70KW2XL	0
C70KWL	0
C70KWM	0
C70KWS	0
C70KWXL	1
C70KWXS	0
C70KY2XL	0
C70KYL	0
C70KYM	0
C70KYS	0
C70KYXL	0
C70KYXS	0
CLYTABM	0
CLYTABS	0
CLYTAFM	0
CLYTAFS	0
CLYTARM	0
CLYTARS	0
CX2EB2XL	0
CX2EBL	1
CX2EBM	0
CX2EBS	0
CX2EBXL	0
CX2EBXS	0
CX2EO2XL	0
CX2EOL	0
CX2EOM	0
CX2EOS	0
CX2EOXL	0
CX2EOXS	0
CX2EU2XL	0
CX2EUL	0
CX2EUM	12
CX2EUS	6
CX2EUW2XL	0
CX2EUWL	7
CX2EUWM	14
CX2EUWS	6
CX2EUWXL	17
CX2EUWXS	0
CX2EUXL	5
CX2EUXS	2
CXY2BAL	7
CXY2BAM	1
CXY2BAS	7
CXY2BAXL	0
CXY2EBL	16
CXY2EBM	7
CXY2EBS	9
CXY2EBXL	8
CXY2EUL	24
CXY2EUM	23
CXY2EUS	13
CXY2EUXL	14
F70B2XL	0
F70BL	0
F70BM	0
F70BS	0
F70BXL	0
F70BXS	0
F70FF2XL	0
F70FFL	0
F70FFM	0
F70FFS	0
F70FFXL	0
F70FFXS	0
F70FR2XL	0
F70FRL	0
F70FRM	0
F70FRS	0
F70FRXL	0
F70FRXS	0
F70FU2XL	0
F70FUL	0
F70FUM	0
F70FUS	0
F70FUXL	0
F70FUXS	0
F70MAB2XL	0
F70MABL	0
F70MABM	0
F70MABS	0
F70MABXL	0
F70MABXS	0
F70MAO2XL	0
F70MAOL	0
F70MAOM	0
F70MAOS	0
F70MAOXL	0
F70MAOXS	0
F70MAR2XL	0
F70MARL	0
F70MARM	0
F70MARS	0
F70MARXL	0
F70MARXS	0
F70MAU2XL	0
F70MAUL	0
F70MAUM	0
F70MAUS	0
F70MAUXL	0
F70MAUXS	0
F70MB2XL	0
F70MBL	0
F70MBM	0
F70MBS	0
F70MBXL	0
F70MBXS	0
F70MF2XL	0
F70MFL	0
F70MFM	0
F70MFS	0
F70MFXL	0
F70MFXS	0
F70ST2XL	0
F70STL	0
F70STM	0
F70STS	0
F70STXL	0
F70STXS	0
F70W2XL	0
F70WL	0
F70WM	0
F70WS	0
F70WXL	0
F70WXS	0
I40MB2XL	0
I40MBL	0
I40MBM	0
I40MBS	0
I40MBXL	0
I40MBXS	0
I40NG2XL	0
I40NGL	17
I40NGM	25
I40NGS	35
I40NGXL	0
I40NGXS	7
I40T2XL	0
I40TL	46
I40TM	68
I40TS	3
I40TXL	0
I40TXS	0
I40W2XL	0
I40WL	0
I40WM	0
I40WS	0
I40WXL	0
I40WXS	18
I70ELB2XL	0
I70ELBL	0
I70ELBM	0
I70ELBS	0
I70ELBXL	0
I70ELBXS	0
I70ELGO2XL	0
I70ELGOL	0
I70ELGOM	0
I70ELGOS	0
I70ELGOXL	0
I70ELGOXS	0
I70ELPM	0
I70ELPS	0
I70ELPXS	0
I70ELR2XL	0
I70ELRL	0
I70ELRM	0
I70ELRS	0
I70ELRXL	0
I70ELRXS	0
I70ELU2XL	0
I70ELUL	0
I70ELUM	0
I70ELUS	0
I70ELUXL	0
I70ELUXS	0
I70PB2XL	0
I70PBL	0
I70PBM	0
I70PBS	0
I70PBXL	0
I70PBXS	0
I70PR2XL	0
I70PRL	0
I70PRM	0
I70PRS	0
I70PRXL	0
I70PRXS	0
I70PY2XL	0
I70PYL	0
I70PYM	0
I70PYS	0
I70PYXL	0
I70PYXS	0
I70TU2XL	0
I70TUL	0
I70TUM	0
I70TUS	0
I70TUXL	0
I70TUXS	0
I70TW2XL	0
I70TWL	0
I70TWM	0
I70TWS	0
I70TWU2XL	0
I70TWUL	0
I70TWUM	0
I70TWUS	0
I70TWUXL	0
I70TWUXS	0
I70TWXL	0
I70TWXS	0
I90B2XL	0
I90BL	0
I90BM	0
I90BS	0
I90BXL	0
I90BXS	0
I90DB2XL	0
I90DBL	0
I90DBM	0
I90DBS	0
I90DBXL	1
I90DBXS	0
I90DPM	0
I90DPS	0
I90DPXS	0
I90DR2XL	0
I90DRL	0
I90DRM	0
I90DRS	0
I90DRXL	0
I90DRXS	0
I90DU2XL	0
I90DUL	0
I90DUM	0
I90DUS	0
I90DUXL	0
I90DUXS	0
I90DW2XL	0
I90DWL	0
I90DWM	1
I90DWS	0
I90DWXL	1
I90DWXS	0
I90DY2XL	0
I90DYL	0
I90DYM	0
I90DYS	0
I90DYXL	0
I90DYXS	0
I90F2XL	0
I90FL	0
I90FM	0
I90FS	0
I90FXL	0
I90FXS	0
I90HR2XL	0
I90HRL	0
I90HRM	0
I90HRS	0
I90HRXL	0
I90HRXS	0
I90HY2XL	0
I90HYL	0
I90HYM	0
I90HYS	0
I90HYXL	0
I90HYXS	0
I90MB2XL	0
I90MBL	1
I90MBM	0
I90MBS	1
I90MBXL	0
I90MBXS	0
I90W2XL	0
I90WL	1
I90WM	0
I90WS	0
I90WXL	0
I90WXS	0
R16BF2XL	0
R16BFL	0
R16BFM	0
R16BFS	0
R16BFXL	0
R16BFXS	0
R16BO2XL	0
R16BOL	0
R16BOM	0
R16BOS	0
R16BOXL	0
R16BOXS	0
R16BR2XL	0
R16BRL	0
R16BRM	0
R16BRS	0
R16BRXL	0
R16BRXS	0
R16BU2XL	0
R16BUL	0
R16BUM	0
R16BUS	0
R16BUXL	0
R16BUXS	0
R16C2XL	0
R16CG2XL	0
R16CGL	0
R16CGM	0
R16CGS	0
R16CGXL	0
R16CGXS	0
R16CL	0
R16CM	0
R16CS	1
R16CXL	0
R16CXS	0
R16FB2XL	0
R16FBL	0
R16FBM	0
R16FBS	0
R16FBXL	0
R16FBXS	0
R16FG2XL	0
R16FGL	0
R16FGM	0
R16FGS	0
R16FGXL	0
R16FGXS	0
R16FR2XL	0
R16FRL	0
R16FRM	0
R16FRS	0
R16FRXL	0
R16FRXS	0
R16IF2XL	0
R16IFL	0
R16IFM	0
R16IFS	0
R16IFXL	0
R16IFXS	0
R16MF2XL	0
R16MFL	0
R16MFM	0
R16MFS	0
R16MFXL	0
R16MFXS	0
R16NCB2XL	0
R16NCBL	0
R16NCBM	0
R16NCBS	0
R16NCBXL	0
R16NCBXS	0
R16NCR2XL	0
R16NCRL	0
R16NCRM	0
R16NCRS	0
R16NCRXL	0
R16NCRXS	0
R16NCU2XL	0
R16NCUL	0
R16NCUM	0
R16NCUS	0
R16NCUXL	0
R16NCUXS	0
R16NR2XL	0
R16NRL	0
R16NRM	0
R16NRS	0
R16NRXL	0
R16NRXS	0
R16NU2XL	0
R16NUL	0
R16NUM	0
R16NUS	0
R16NUXL	0
R16NUXS	0
R16NW2XL	0
R16NWL	0
R16NWM	0
R16NWS	0
R16NWXL	0
R16NWXS	0
R70ACF2XL	0
R70ACFL	0
R70ACFM	0
R70ACFS	0
R70ACFXL	0
R70ACFXS	0
R70ACR2XL	0
R70ACRL	0
R70ACRM	0
R70ACRS	0
R70ACRXL	0
R70ACRXS	0
R70C2XL	0
R70CL	0
R70CM	0
R70CS	0
R70CXL	0
R70CXS	0
R70SB2XL	0
R70SBL	0
R70SBM	0
R70SBS	0
R70SBXL	0
R70SBXS	0
R70SHO2XL	0
R70SHOL	0
R70SHOM	0
R70SHOS	1
R70SHOXL	0
R70SHOXS	0
R70SHR2XL	0
R70SHRL	0
R70SHRM	0
R70SHRS	1
R70SHRXL	0
R70SHRXS	0
R70SHU2XL	0
R70SHUL	0
R70SHUM	0
R70SHUS	1
R70SHUXL	0
R70SHUXS	0
R70SHY2XL	0
R70SHYL	0
R70SHYM	0
R70SHYS	0
R70SHYXL	0
R70SHYXS	0
R70SR2XL	0
R70SRL	0
R70SRM	0
R70SRS	0
R70SRXL	0
R70SRXS	0
R70SU2XL	0
R70SUL	0
R70SUM	0
R70SUS	0
R70SUXL	0
R70SUXS	0
R70TF2XL	0
R70TFL	0
R70TFM	0
R70TFS	0
R70TFXL	0
R70TFXS	0
R70TO2XL	0
R70TOL	0
R70TOM	0
R70TOS	0
R70TOXL	0
R70TOXS	0
R70TR2XL	0
R70TRL	0
R70TRM	0
R70TRS	0
R70TRXL	0
R70TRXS	0
R9SBCU2XL	0
R9SBCUL	0
R9SBCUM	0
R9SBCUS	0
R9SBCUXL	0
R9SBCUXS	0
R9SC2XL	0
R9SCL	0
R9SCM	0
R9SCS	0
R9SCXL	0
R9SCXS	0
V90B2XL	2
V90BL	5
V90BM	4
V90BS	9
V90BXL	4
V90BXS	4
V90MB2XL	7
V90MBL	28
V90MBM	21
V90MBS	15
V90MBXL	30
V90MBXS	3
V90ST2XL	0
V90STL	0
V90STM	0
V90STS	0
V90STXL	0
V90STXS	0
V90W2XL	5
V90WL	0
V90WM	0
V90WS	0
V90WXL	13
V90WXS	1
2510219157938	0
2510219157939	0
2510219157940	0
2510219157941	0
2510219157942	0
2510219157943	0
2510219157944	0
2510219157945	0
2510219157946	0
2510219157947	0
2510219157948	0
323872010L	17
323872010M	25
323872010S	19
323872010XL	13
323872010XXL	17
OX806	0
OX850	100
OX851	100
OX394	0
CA830L	0
CA830M	0
CA830S	100
CA831L	0
CA831M	0
CA831S	0
HV751	0
ISSVS	3
M1132	0
M20003	0
M20004	0
M617	0
OX731	0
OX766	100
OX795	0
OX803	0
OX804	0
TW19110108	38
TW19110110	48
TW19110112	69
TW19110114	80
TW19110116	39
TW19110118	34
TW19110120	35
TW191601R08	53
TW191601R10	81
TW191601R12	77
TW191601R14	100
TW191601R16	62
TW191601R18	52
TW191601R20	21
EL324	100
OL572	100
OL573	0
OX768	100
OX769	0
OX805	0
OL755	100
OL756	0
OL757	100
OL758	100
GM1982012XL	52
GM1982013XL	1
GM198201L	0
GM198201M	22
GM198201S	16
GM198201XL	20
GM1982022XL	0
GM1982023XL	43
GM198202L	0
GM198202M	3
GM198202S	0
GM198202XL	0
HJ32CPL	0
HJ32DPL	0
HJ32PPL	0
HJ32YPL	0
HJ33CPL	0
HJ33DPL	4
HJ33PPL	0
HJ33YPL	0
LK120	100
LK126	100
LK127	100
M708	0
M709	0
OF551	0
OF552	0
RE906	100
RM5001012XL	76
RM5001013XL	36
RM5001014XL	17
RM5001015XL	19
RM500101L	55
RM500101M	70
RM500101S	24
RM500101XL	53
RM5001022XL	0
RM5001023XL	14
RM5001024XL	43
RM5001025XL	16
RM500102L	0
RM500102M	0
RM500102S	0
RM500102XL	0
BM19110140	36
BM19110141	17
BM19110142	71
BM19110143	100
BM19110144	100
BM19110145	78
BM19110146	54
BM19110147	45
GM1951012XL	10
GM1951013XL	13
GM195101L	62
GM195101M	13
GM195101S	19
GM195101XL	9
GM1961012XL	100
GM1961013XL	47
GM196101L	100
GM196101M	100
GM196101S	44
GM196101XL	100
GM1961022XL	0
GM1961023XL	0
GM196102L	0
GM196102M	0
GM196102S	0
GM196102XL	0
GM1962012XL	42
GM1962013XL	0
GM196201L	71
GM196201M	100
GM196201S	22
GM196201XL	35
GM1962022XL	0
GM1962023XL	0
GM196202L	0
GM196202M	0
GM196202S	0
GM196202XL	0
GM1972012XL	0
GM1972013XL	45
GM197201L	0
GM197201M	0
GM197201S	0
GM197201XL	0
GM1973012XL	0
GM1973013XL	2
GM197301L	0
GM197301M	0
GM197301S	0
GM197301XL	0
GM1973022XL	0
GM1973023XL	1
GM197302L	0
GM197302M	0
GM197302S	0
GM197302XL	0
LK400	100
SMARTHJC10B	0
SMARTHJC20B	0
TM1944012XL	0
TM1944013XL	1
TM1944014XL	0
TM1944015XL	0
TM194401L	0
TM194401M	0
TM194401S	1
TM194401XL	0
TM1944022XL	0
TM1944023XL	1
TM1944024XL	0
TM1944025XL	0
TM194402L	0
TM194402M	0
TM194402S	0
TM194402XL	0
TM1944032XL	0
TM1944033XL	0
TM1944034XL	0
TM1944035XL	0
TM194403L	1
TM194403M	0
TM194403S	0
TM194403XL	0
TM1945012XL	75
TM1945013XL	27
TM1945014XL	20
TM1945015XL	0
TM194501L	80
TM194501M	43
TM194501S	0
TM194501XL	80
TM1945022XL	62
TM1945023XL	0
TM1945024XL	0
TM1945025XL	0
TM194502L	60
TM194502M	68
TM194502S	6
TM194502XL	54
TM1945032XL	30
TM1945033XL	18
TM1945034XL	18
TM1945035XL	21
TM194503L	72
TM194503M	46
TM194503S	55
TM194503XL	86
2220015195939	0
2220015195940	0
2220015195941	0
2220015195942	0
2220015195943	0
2220015195946	0
2220015195947	0
2220015195948	0
222101911136	0
222101911137	0
222101911138	0
222101911139	0
222101911140	0
222101911141	5
222101911142	27
222101911143	33
222101911144	30
222101911145	34
222101911146	14
222101911147	2
222101911148	0
2221019135136	0
2221019135137	0
2221019135138	0
2221019135139	0
2221019135140	0
2221019135141	0
2221019135142	0
2221019135143	0
2221019135144	0
2221019135145	0
2221019135146	0
2221019135147	0
2221019135148	0
23357191036	0
23357191037	0
23357191038	0
23357191039	0
23357191040	0
23357191041	0
23357191042	0
23357191043	0
23357191044	0
23357191045	0
23357191046	0
23357191047	0
23357191048	0
23357191049	0
23357191050	0
25103191040	1
251031910405	0
25103191041	23
25103191042	58
251031910425	3
25103191043	60
251031910435	0
25103191044	90
25103191045	84
251031910455	0
25103191046	40
25103191047	11
251031910475	0
25103191048	7
251031912340	0
2510319123405	0
251031912341	0
251031912342	0
2510319123425	0
251031912343	0
2510319123435	0
251031912344	1
251031912345	0
2510319123455	0
251031912346	0
251031912347	0
2510319123475	0
251031912348	0
25103191240	0
251031912405	0
25103191241	0
25103191242	0
251031912425	0
25103191243	0
251031912435	0
25103191244	0
25103191245	0
251031912455	0
25103191246	0
25103191247	0
251031912475	0
25103191248	0
2510319131540	0
25103191315405	0
2510319131541	0
2510319131542	1
25103191315425	0
2510319131543	0
25103191315435	0
2510319131544	2
2510319131545	0
25103191315455	0
2510319131546	0
2510319131547	1
25103191315475	0
2510319131548	0
25155181338	0
251551813385	0
25155181339	0
25155181340	0
251551813405	0
25155181341	0
25155181342	0
251551813425	0
25155181343	0
251551813435	0
25155181344	0
25155181345	0
251551813455	0
25155181346	23
25155181347	0
251551813475	0
25155181348	0
2515719103936	5
2515719103937	1
25157191039375	4
2515719103938	14
25157191039385	15
2515719103939	15
2515719103940	15
25157191039405	0
2515719103941	3
2515719103942	0
2542020114738	1
2542020114739	0
2542020114740	4
2542020114741	46
2542020114742	84
2542020114743	100
2542020114744	100
2542020114745	100
2542020114746	100
2542020114747	41
2542020114748	5
25422208036	14
25422208037	16
254222080375	0
25422208038	20
254222080385	0
25422208039	16
25422208040	31
254222080405	0
25422208041	18
25422208042	0
2542220909536	16
2542220909537	17
25422209095375	2
2542220909538	36
25422209095385	4
2542220909539	33
2542220909540	57
25422209095405	7
2542220909541	22
2542220909542	0
25422209095435	0
3100520110044	0
3100520110046	0
3100520110048	4
3100520110050	30
3100520110052	30
3100520110054	22
3100520110056	21
3100520110058	3
3100520110060	0
3100520110062	0
3100520110064	0
10195100710XXL	0
3100318103048	0
3100318103050	0
3100318103052	0
3100318103054	0
3100318103056	0
3100318103058	0
3100318103060	0
31003181048	0
31003181050	0
31003181052	0
31003181054	0
31003181056	0
31003181058	0
31003181060	0
3106520100448	0
3106520100450	0
3106520100452	2
3106520100454	1
3106520100456	2
3106520100458	0
3106520100460	0
3106520119648	0
3106520119650	0
3106520119652	0
3106520119654	0
3106520119656	0
3106520119658	0
3106520119660	0
3106520135548	0
3106520135550	0
3106520135552	0
3106520135554	0
3106520135556	0
3106520135558	0
3106520135560	0
3109020102XL	1
3109020103XL	0
3109020104XL	0
310902010L	7
310902010M	2
310902010S	2
310902010XL	1
3110520110038	0
3110520110040	0
3110520110042	0
3110520110044	0
3110520110046	0
3110520110048	0
3110520110050	0
31507201044	0
31507201046	0
31507201048	0
31507201050	1
31507201052	0
31507201054	1
31507201056	1
31507201058	2
31507201060	0
3156520100448	0
3156520100450	0
3156520100452	0
3156520100454	0
3156520100456	0
3156520100458	0
3156520100460	0
3156520135548	0
3156520135550	0
3156520135552	0
3156520135554	0
3156520135556	0
3156520135558	0
3156520135560	0
3156520173348	0
3156520173350	0
3156520173352	0
3156520173354	0
3156520173356	0
3156520173358	0
3156520173360	0
3156520213148	0
3156520213150	0
3156520213152	0
3156520213154	0
3156520213156	0
3156520213158	0
3156520213160	0
316070201044	0
316070201046	0
316070201048	0
316070201050	0
316070201052	0
316070201054	0
316070201056	0
316070201058	0
316070201060	0
3200120102XL	84
320012010302XL	2
320012010303XL	0
320012010304XL	0
320012010305XL	0
32001201030L	2
32001201030M	1
32001201030S	1
32001201030XL	1
3200120103XL	27
3200120104XL	1
3200120105XL	0
320012010L	80
320012010M	77
320012010S	5
320012010XL	81
3200120122XL	16
3200120123XL	1
3200120124XL	0
3200120125XL	0
320012012L	35
320012012M	16
320012012S	2
320012012XL	20
32001201552XL	13
32001201553XL	4
32001201554XL	3
32001201555XL	0
3200120155L	19
3200120155M	8
3200120155S	7
3200120155XL	13
3209020102XL	2
3209020103XL	2
3209020104XL	0
320902010L	0
320902010M	4
320902010S	0
320902010XL	0
3209720102XL	0
3209720103XL	0
3209720104XL	0
320972010L	0
320972010M	0
320972010S	0
320972010XL	0
320972011232XL	0
320972011233XL	0
320972011234XL	0
32097201123L	0
32097201123M	0
32097201123S	0
32097201123XL	0
320972030182XL	0
320972030183XL	0
320972030184XL	0
32097203018L	0
32097203018M	0
32097203018S	0
32097203018XL	0
3210120102XL	12
